title,score,month,year,ranking,revenue,runtime,vote_count
The Misfits,6.8,1,1961,3759,82e5,124,72
The Night Listener,5.5,2,2006,3760,0,91,57
The Jerky Boys,4.8,2,1995,3761,0,82,10
The Orphanage,7.1,8,2007,3762,44e6,105,633
A Haunted House 2,5.4,4,2014,3763,0,87,346
The Rules of Attraction,6.3,10,2002,3764,0,110,168
Topaz,6.1,12,1969,3765,6e6,143,77
Let's Go to Prison,5.5,11,2006,3766,4630045,84,69
Four Rooms,6.5,12,1995,3767,43e5,98,530
Secretary,6.7,1,2002,3768,9304609,104,376
The Real Cancun,3.3,4,2003,3769,0,96,8
Talk Radio,6.7,12,1988,3770,3468572,110,46
Waiting for Guffman,7.3,1,1996,3771,0,84,63
Love Stinks,5.4,9,1999,3772,0,94,11
You Kill Me,6.2,2,2007,3773,2426851,90,80
Thumbsucker,6.1,1,2005,3774,1919197,96,67
Red State,5.9,8,2011,3775,1104682,88,316
Mirrormask,6.6,1,2005,3776,866999,101,102
Samsara,8,9,2011,3777,0,102,167
The Barbarians,5.1,3,1987,3778,0,87,8
The Art of Getting By,6.5,6,2011,3779,1406224,83,415
Zipper,5.5,8,2015,3780,0,103,58
Poolhall Junkies,6.5,6,2002,3781,0,99,25
The Loss of Sexual Innocence,5.2,4,1999,3782,0,106,9
Holy Motors,6.9,7,2012,3783,641100,115,228
Joe,6.5,4,2014,3784,2365467,118,338
Shooting Fish,7,8,1997,3785,302204,109,23
Prison,6.7,3,1988,3786,354704,102,27
Psycho Beach Party,6,8,2e3,3787,0,95,26
The Big Tease,5.8,1,1999,3788,0,87,6
"Guten Tag, Ramón",8.1,10,2013,3789,0,119,18
Trust,6.6,9,2010,3790,12e4,104,307
An Everlasting Piece,6,12,2e3,3791,0,103,1
Among Giants,4.5,6,1998,3792,0,93,2
Adore,6.1,4,2013,3793,318982,100,291
The Velocity of Gary,4.2,7,1999,3794,0,100,5
Mondays in the Sun,7.1,9,2002,3795,146402,113,36
Stake Land,6.2,9,2010,3796,33245,98,285
The Last Time I Committed Suicide,6.7,6,1997,3797,0,92,7
Futuro Beach,6.4,5,2014,3798,0,106,31
Another Happy Day,6.2,11,2011,3799,355688,119,37
A Lonely Place to Die,6.2,4,2011,3800,25345e3,99,157
Nothing,5.8,9,2003,3801,0,90,38
The Geographer Drank His Globe Away,7.3,7,2013,3802,4037782,120,23
1776,7.1,11,1972,3803,0,142,20
Inescapable,5.2,9,2012,3804,0,93,13
Hell's Angels,6.1,11,1930,3805,8e6,127,19
Purple Violets,5.7,4,2007,3806,0,103,9
The Veil,4.5,4,2016,3807,0,93,118
The Loved Ones,6.6,9,2009,3808,0,84,207
The Helpers,4.1,10,2012,3809,0,78,8
How to Fall in Love,5.2,7,2012,3810,0,0,20
The Perfect Wave,4.4,2,2014,3811,0,113,21
A Man for All Seasons,7.5,12,1966,3812,2835e4,120,89
Network,7.7,11,1976,3813,23689877,121,381
Gone with the Wind,7.7,12,1939,3814,400176459,238,970
Desert Dancer,6.5,7,2014,3815,0,98,18
Major Dundee,6.2,4,1965,3816,14873,123,38
Annie Get Your Gun,7.3,5,1950,3817,8e6,107,22
Four Lions,7,5,2010,3818,427e4,101,423
The House of Sand,6.7,5,2005,3819,0,115,9
Defendor,6.5,9,2009,3820,44462,101,195
The Pirate,6.6,6,1948,3821,2956e3,102,17
The Good Heart,6,9,2009,3822,0,95,21
The History Boys,6.6,10,2006,3823,13401952,109,66
Midnight Cowboy,7.4,5,1969,3824,44785053,113,299
The Full Monty,6.8,8,1997,3825,257850122,91,363
Airplane!,7.1,7,1980,3826,83453539,88,1074
Chain of Command,5.3,8,2015,3827,0,88,11
Friday,7,4,1995,3828,28215918,91,503
Menace II Society,7.2,5,1993,3829,279e5,97,173
Creepshow 2,5.9,5,1987,3830,14e6,92,129
The Ballad of Cable Hogue,6.9,5,1970,3831,5e6,121,47
In Cold Blood,7.4,12,1967,3832,13007551,134,82
The Nun's Story,7.4,6,1959,3833,128e5,149,46
Harper,6.2,2,1966,3834,12e6,121,35
Frenzy,7.1,5,1972,3835,126e5,116,158
The Witch,6.3,2,2016,3836,40423945,92,1434
I Got the Hook Up,5.4,5,1998,3837,0,93,8
She's the One,5.7,8,1996,3838,9482579,96,70
Gods and Monsters,6.8,1,1998,3839,6451628,105,81
The Secret in Their Eyes,7.8,8,2009,3840,33965843,129,626
Train,4.8,10,2008,3841,0,94,36
Evil Dead II,7.6,3,1987,3842,5923044,84,742
Pootie Tang,5.4,6,2001,3843,0,81,43
Sharknado,3.8,7,2013,3844,0,86,476
The Other Conquest,5.4,4,1999,3845,0,105,4
Troll Hunter,6.7,10,2010,3846,4159678,103,583
Ira & Abby,5.8,1,2006,3847,0,104,9
Winter Passing,6.7,2,2006,3848,113783,98,28
D.E.B.S.,5.6,1,2004,3849,0,91,90
The Masked Saint,2.9,1,2016,3850,0,111,7
The Betrayed,5.2,9,2008,3851,0,98,10
Taxman,2,9,1999,3852,0,104,1
The Secret,0,4,2016,3853,0,200,0
2:13,4.6,4,2009,3854,0,96,10
"Batman: The Dark Knight Returns, Part 2",7.9,1,2013,3855,0,78,419
Time to Choose,0,9,2015,3856,0,100,0
In the Name of the King III,3.3,12,2013,3857,0,85,19
Wicked Blood,5.3,3,2014,3858,0,92,37
Stranded,5,6,2015,3859,0,86,11
Lords of London,3.6,1,2014,3860,0,90,6
High Anxiety,6.5,12,1977,3861,31063038,94,84
March of the Penguins,6.9,1,2005,3862,127392239,80,358
Margin Call,6.7,9,2011,3863,19504039,107,524
August,6.2,6,2011,3864,0,100,15
Choke,6,9,2008,3865,3830137,92,127
Whiplash,8.3,10,2014,3866,13092e3,105,4254
City of God,8.1,2,2002,3867,30641770,130,1814
Human Traffic,6.8,6,1999,3868,4e6,99,97
To Write Love on Her Arms,6.8,3,2015,3869,0,118,47
The Dead Girl,6.4,11,2006,3870,0,85,66
The Hunt,7.9,8,2012,3871,168e5,115,927
A Christmas Story,7.4,11,1983,3872,19294144,94,344
Bella,6.7,9,2006,3873,0,91,37
Class of 1984,6.2,8,1982,3874,0,98,66
The Opposite Sex,4.1,11,2014,3875,45e3,96,9
Dreaming of Joseph Lees,8,10,1999,3876,7,92,1
The Class,6.8,9,2008,3877,28814580,128,174
Rosemary's Baby,7.5,6,1968,3878,33395426,136,863
The Man Who Shot Liberty Valance,7.4,4,1962,3879,8e6,123,265
Adam,6.9,7,2009,3880,2277396,99,150
Maria Full of Grace,6.9,1,2004,3881,0,101,101
Beginners,6.8,9,2010,3882,5332926,105,347
Feast,6.1,10,2005,3883,658573,95,160
Animal House,7,7,1978,3884,141e6,109,418
Goldfinger,7.2,9,1964,3885,124881062,110,987
Antiviral,5.7,9,2012,3886,0,110,112
It's a Wonderful Life,8,12,1946,3887,9644124,130,1076
Trainspotting,7.8,2,1996,3888,16491080,93,2655
The Original Kings of Comedy,6.3,8,2e3,3889,0,115,15
Paranormal Activity 2,5.7,10,2010,3890,177512032,91,722
Waking Ned,7.4,9,1998,3891,0,91,54
Bowling for Columbine,7.3,10,2002,3892,35564473,120,453
Coming Home,6.9,5,2014,3893,0,111,49
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,10,1985,3894,29999213,87,361
A Room with a View,6.9,12,1985,3895,20966644,117,156
The Purge,6,5,2013,3896,89328627,86,2428
Sinister,6.7,3,2012,3897,77712439,110,1573
Martin Lawrence Live: Runteldat,5,8,2002,3898,19184015,113,1
Cat on a Hot Tin Roof,7.6,2,1958,3899,17570324,108,165
Beneath the Planet of the Apes,6.2,5,1970,3900,18999718,95,361
Air Bud,5.3,8,1997,3901,23144499,98,106
Pokémon: Spell of the Unknown,5.9,7,2e3,3902,68411275,93,137
Friday the 13th Part VI: Jason Lives,5.7,8,1986,3903,19472057,86,216
The Bridge on the River Kwai,7.7,10,1957,3904,333e5,161,542
Spaced Invaders,4.7,4,1990,3905,15369573,100,25
Family Plot,6.7,4,1976,3906,79e5,121,86
The Apartment,8.1,6,1960,3907,25e6,125,483
Jason Goes to Hell: The Final Friday,4.2,8,1993,3908,15938065,87,193
Torn Curtain,6.4,7,1966,3909,13e6,128,120
Dave Chappelle's Block Party,6.4,9,2005,3910,11718595,100,28
Slow West,6.6,4,2015,3911,229094,84,367
Krush Groove,7,10,1985,3912,0,97,11
Next Day Air,5.3,2,2009,3913,0,84,36
Elmer Gantry,7.3,6,1960,3914,104e5,146,41
Judgment at Nuremberg,7.6,12,1961,3915,1e7,186,155
Trippin',4.5,5,1999,3916,9016377,94,4
Red River,7.3,8,1948,3917,9012e3,133,82
Phat Girlz,3.7,1,2006,3918,0,99,10
Before Midnight,7.4,4,2013,3919,11176469,108,568
Teen Wolf Too,3.8,11,1987,3920,0,95,46
Phantasm II,6.3,7,1988,3921,7282851,97,94
Woman Thou Art Loosed,5,9,2004,3922,6804016,94,3
Real Women Have Curves,5.8,1,2002,3923,0,86,19
Water,6.8,9,2005,3924,10422387,115,34
East Is East,6.5,5,1999,3925,282e5,97,59
Whipped,3.1,9,2e3,3926,0,82,11
Kama Sutra - A Tale of Love,5.7,9,1996,3927,4109095,117,35
Please Give,6,1,2010,3928,0,90,57
Willy Wonka & the Chocolate Factory,7.4,6,1971,3929,4e6,100,798
Warlock: The Armageddon,5.2,5,1993,3930,0,98,38
8 Heads in a Duffel Bag,5.4,4,1997,3931,0,95,39
Days of Heaven,7.6,9,1978,3932,0,94,234
Thirteen Conversations About One Thing,6.4,9,2001,3933,0,104,25
Jawbreaker,5.9,1,1999,3934,3076820,87,90
Basquiat,6.6,8,1996,3935,3011195,108,94
Frances Ha,7.2,5,2013,3936,4069826,86,345
Tsotsi,6.9,8,2005,3937,9879971,94,94
Happiness,7.4,10,1998,3938,2807390,139,194
DysFunktional Family,6.1,4,2003,3939,0,89,4
Tusk,5.1,9,2014,3940,1826705,102,366
Oldboy,8,1,2003,3941,14980005,120,1945
Letters to God,6.5,4,2010,3942,0,110,37
Hobo with a Shotgun,5.7,5,2011,3943,748453,86,211
Compadres,5.2,3,2016,3944,0,101,17
Freeway,6.5,8,1996,3945,0,110,95
Love's Abiding Joy,5.8,10,2006,3946,0,87,12
Fish Tank,6.9,5,2009,3947,2357852,123,250
Damsels in Distress,5.6,4,2012,3948,0,99,67
Creature,4,5,1998,3949,0,176,21
Bachelorette,5.3,8,2012,3950,11947954,87,444
Brave New Girl,3.7,4,2004,3951,0,120,3
Tim and Eric's Billion Dollar Movie,5.2,3,2012,3952,0,94,34
Summer Storm,6.7,9,2004,3953,0,98,59
Fort McCoy,6.3,1,2014,3954,0,0,2
Chain Letter,3.9,10,2010,3955,0,96,37
Just Looking,5.8,10,1999,3956,0,97,5
The Divide,5.7,3,2011,3957,22e3,112,197
The Eclipse,6.1,4,2009,3958,0,88,15
Demonic,4.9,2,2015,3959,3387e3,83,148
My Big Fat Independent Movie,3,3,2005,3960,0,80,5
The Deported,0,6,2010,3961,0,90,0
Tanner Hall,5.4,9,2009,3962,0,96,32
Open Road,5.2,4,2013,3963,0,85,18
They Came Together,5.3,6,2014,3964,0,84,171
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,1,2013,3965,0,80,28
Never Back Down 2: The Beatdown,5.8,9,2011,3966,0,90,136
Point Blank,7.1,8,1967,3967,32e5,92,95
Four Single Fathers,0,1,2009,3968,0,100,0
Enter the Dangerous Mind,4.8,3,2013,3969,0,88,14
Something Wicked,4.6,4,2014,3970,0,95,16
AWOL-72,2.8,8,2015,3971,0,79,10
Iguana,6,4,1988,3972,0,88,1
Chicago Overcoat,6.1,10,2009,3973,0,95,5
Barry Munday,6.3,3,2010,3974,0,95,22
Central Station,7.6,1,1998,3975,5596708,113,126
Pocketful of Miracles,7.3,12,1961,3976,5e6,136,25
Close Range,4.9,12,2015,3977,0,80,54
Boynton Beach Club,6.8,8,2005,3978,0,105,3
Amnesiac,4.1,8,2015,3979,0,90,52
Freakonomics,6.6,10,2010,3980,103735,93,36
High Tension,6.6,6,2003,3981,0,91,271
Griff the Invisible,6.1,8,2011,3982,0,93,34
Unnatural,4.3,10,2015,3983,0,89,12
Hustle & Flow,6.9,7,2005,3984,23563727,116,99
Some Like It Hot,8,3,1959,3985,25e6,122,808
Friday the 13th Part VII: The New Blood,5.3,5,1988,3986,19170001,88,192
The Wizard of Oz,7.4,8,1939,3987,33754967,102,1642
Young Frankenstein,7.7,12,1974,3988,86273333,106,854
Diary of the Dead,5.4,9,2007,3989,5364858,95,190
Lage Raho Munna Bhai,7.6,1,2006,3990,0,144,44
Ulee's Gold,6.5,6,1997,3991,0,112,19
The Black Stallion,7,10,1979,3992,37799643,118,59
Sardaarji,9.5,6,2015,3993,0,0,2
Journey to Saturn,4.9,9,2008,3994,0,90,10
Donovan's Reef,6,6,1963,3995,66e5,109,30
The Dress,7,3,1996,3996,0,103,3
A Guy Named Joe,6,3,1944,3997,5363e3,120,8
Blazing Saddles,7.2,2,1974,3998,1195e5,93,609
Friday the 13th: The Final Chapter,5.9,4,1984,3999,32980880,91,237
Ida,7.1,10,2013,4000,107e5,80,260
Maurice,7.1,9,1987,4001,0,134,61
Beer League,5.3,9,2006,4002,0,86,22
Riding Giants,7.6,7,2004,4003,3166e3,105,23
Timecrimes,7,9,2007,4004,553198,92,308
Silver Medalist,7.4,1,2009,4005,0,99,13
Timber Falls,5.2,12,2007,4006,0,97,38
Singin' in the Rain,7.8,4,1952,4007,72e5,103,727
"Fat, Sick & Nearly Dead",7.1,4,2010,4008,0,97,47
A Haunted House,5.4,1,2013,4009,60141683,86,516
2016: Obama's America,4.6,7,2012,4010,334e5,87,19
That Thing You Do!,6.8,10,1996,4011,34585416,108,225
Halloween III: Season of the Witch,5,10,1982,4012,144e5,98,229
Escape from the Planet of the Apes,6.3,5,1971,4013,12348905,98,264
Hud,7.5,5,1963,4014,1e7,112,66
Kevin Hart: Let Me Explain,7.1,7,2013,4015,32230907,74,95
My Own Private Idaho,7.1,10,1991,4016,0,104,212
Garden State,7.1,7,2004,4017,26781723,102,618
Before Sunrise,7.7,1,1995,4018,5535405,105,959
Evil Words,6.9,10,2003,4019,0,100,8
Jesus' Son,6.7,9,1999,4020,0,107,22
Saving Face,6.8,9,2004,4021,0,91,32
Brick Lane,5.2,11,2007,4022,0,102,15
Robot & Frank,6.8,8,2012,4023,3325038,85,450
My Life Without Me,7.2,3,2003,4024,9726954,106,77
The Spectacular Now,6.8,8,2013,4025,6854611,95,1048
Religulous,7.2,10,2008,4026,0,101,197
Fuel,7,11,2008,4027,0,90,3
Valley of the Heart's Delight,7,4,2006,4028,0,100,1
Eye of the Dolphin,7.1,8,2007,4029,71904,100,7
8: The Mormon Proposition,5.5,1,2010,4030,0,80,6
The Other End of the Line,6.1,10,2008,4031,0,106,50
Anatomy,6.1,2,2e3,4032,0,103,61
Sleep Dealer,6,12,2008,4033,107559,90,40
Super,6.6,9,2010,4034,324138,96,441
Christmas Mail,5,12,2010,4035,0,89,15
Stung,4.9,7,2015,4036,0,87,63
Antibirth,4.8,9,2016,4037,0,94,40
Get on the Bus,7,10,1996,4038,5731103,120,11
Thr3e,4.8,12,2006,4039,0,101,21
Idiocracy,6.3,9,2006,4040,495303,84,664
The Rise of the Krays,4.5,8,2015,4041,0,110,19
This Is England,7.4,9,2006,4042,8176544,101,363
U.F.O.,3.1,12,2012,4043,0,101,47
Bathing Beauty,7,7,1944,4044,6892e3,101,4
Go for It!,4.6,5,2011,4045,0,105,5
"Dancer, Texas Pop. 81",10,5,1998,4046,565592,97,1
Show Boat,6.9,7,1951,4047,11e6,107,18
Redemption Road,4.7,8,2011,4048,0,91,6
The Calling,5.6,8,2014,4049,0,108,88
The Brave Little Toaster,6.7,7,1987,4050,0,90,93
Fantasia,7.2,11,1940,4051,8332e4,124,808
8 Days,0,6,2014,4052,0,90,0
Friday the 13th Part III,5.7,8,1982,4053,36690067,95,254
Friday the 13th: A New Beginning,5.1,3,1985,4054,21930418,92,196
The Last Sin Eater,6.2,2,2007,4055,0,117,11
Do You Believe?,6.6,3,2015,4056,0,115,48
Impact Point,5.7,6,2008,4057,0,90,5
The Valley of Decision,5.8,6,1945,4058,9132e3,119,4
Eden,5.6,10,2015,4059,0,97,19
Chicken Tikka Masala,3.5,4,2005,4060,0,90,5
There's Always Woodstock,5.4,11,2014,4061,0,90,12
Jack Brooks: Monster Slayer,5.7,10,2007,4062,0,85,59
The Best Years of Our Lives,7.6,12,1946,4063,2365e4,172,143
Bully,6.7,6,2001,4064,480811,113,125
Elling,7,3,2001,4065,0,89,51
Mi America,0,10,2015,4066,3330,126,0
[REC],7.1,4,2007,4067,30448e3,78,934
Lies in Plain Sight,4.5,10,2010,4068,0,88,4
Sharkskin,0,1,2015,4069,0,0,0
Containment,5.1,7,2015,4070,0,77,36
The Timber,4.1,2,2015,4071,0,81,15
From Russia with Love,6.9,10,1963,4072,78898765,115,760
The Toxic Avenger Part II,5.3,2,1989,4073,0,96,39
Sleeper,7,12,1973,4074,18344729,89,200
It Follows,6.6,2,2015,4075,14674076,100,1832
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,8,1972,4076,18016290,88,215
To Kill a Mockingbird,8,12,1962,4077,13129846,129,657
Mad Max 2: The Road Warrior,7.3,12,1981,4078,24600832,95,957
The Legend of Drunken Master,7.2,2,1994,4079,0,102,242
Boys Don't Cry,7.2,9,1999,4080,11540607,118,353
Silent House,5.2,1,2011,4081,13101672,85,125
The Lives of Others,7.9,3,2006,4082,7e7,137,958
Courageous,6.8,9,2011,4083,34522221,129,77
The Hustler,7.6,9,1961,4084,76e5,134,240
Boom Town,6.5,8,1940,4085,9172e3,119,8
The Triplets of Belleville,7.3,6,2003,4086,1477676,80,231
Smoke Signals,6.6,1,1998,4087,0,89,24
American Splendor,7.1,8,2003,4088,6003587,101,120
Before Sunset,7.6,2,2004,4089,15992615,80,718
Amores perros,7.6,6,2e3,4090,20908467,154,521
Thirteen,6.7,8,2003,4091,4601043,100,339
Gentleman's Agreement,6.8,11,1947,4092,78e5,118,47
Winter's Bone,6.8,6,2010,4093,13831503,100,565
Touching the Void,7.6,9,2003,4094,13885802,106,138
Alexander's Ragtime Band,4.8,5,1938,4095,4e6,106,6
Me and You and Everyone We Know,7,6,2005,4096,0,90,107
Inside Job,7.7,10,2010,4097,7871522,109,286
We Are Your Friends,6.3,8,2015,4098,11122090,96,658
Ghost Dog: The Way of the Samurai,7.2,9,1999,4099,0,116,298
Harsh Times,6.3,9,2005,4100,5967038,120,197
Captive,5.6,9,2015,4101,2801508,97,92
Full Frontal,4.8,8,2002,4102,2506446,96,26
Witchboard,5.9,12,1986,4103,0,98,58
Shortbus,6.3,5,2006,4104,5179037,101,140
Waltz with Bashir,7.8,6,2008,4105,11125849,90,291
"The Book of Mormon Movie, Volume 1: The Journey",5,9,2003,4106,1672730,120,2
No End in Sight,7.2,7,2007,4107,1431623,102,23
The Diary of a Teenage Girl,6.8,8,2015,4108,1477002,98,279
In the Shadow of the Moon,7.6,1,2007,4109,0,109,31
Meek's Cutoff,6.5,9,2010,4110,876302,104,77
Inside Deep Throat,6.8,2,2005,4111,653621,92,31
Dinner Rush,7.1,9,2e3,4112,0,99,19
Clockwatchers,5.6,1,1997,4113,0,96,13
The Virginity Hit,4.6,9,2010,4114,563706,120,19
Subway,6.3,4,1985,4115,390659,104,86
House of D,6.1,4,2005,4116,0,97,23
Teeth,5.2,1,2007,4117,0,94,210
Six-String Samurai,5.8,9,1998,4118,124494,91,36
Hum To Mohabbat Karega,0,5,2e3,4119,0,0,0
It's All Gone Pete Tong,7.1,9,2004,4120,120620,90,52
Saint John of Las Vegas,5.9,6,2009,4121,111731,NA,18
24 7: Twenty Four Seven,6.3,8,1997,4122,0,NA,10
Stonewall,5.2,9,2015,4123,187674,NA,32
Roadside Romeo,6.7,10,2008,4124,11e5,NA,3
This Thing of Ours,5,1,2005,4125,0,NA,1
The Lost Medallion: The Adventures of Billy Stone,5.6,3,2013,4126,0,NA,13
The Last Five Years,5.5,11,2014,4127,0,NA,143
The Missing Person,6.4,1,2009,4128,0,NA,9
Return of the Living Dead 3,5.9,10,1993,4129,54207,NA,88
London,6.1,2,2005,4130,0,NA,96
Sherrybaby,6.3,9,2006,4131,622806,NA,41
Circle,6,10,2015,4132,0,NA,333
Eden Lake,6.7,9,2008,4133,3983997,NA,406
Plush,5.4,9,2013,4134,0,NA,40
Lesbian Vampire Killers,5.3,3,2009,4135,0,NA,124
Gangster's Paradise: Jerusalema,6.8,2,2008,4136,0,NA,16
Freeze Frame,6.9,5,2004,4137,0,NA,18
Grave Encounters,6.1,9,2011,4138,0,NA,381
Stitches,5.5,5,2012,4139,95e3,NA,92
Nine Dead,5.2,1,2010,4140,0,NA,84
"To Be Frank, Sinatra at 100",0,12,2015,4141,0,NA,0
Bananas,6.7,4,1971,4142,11833696,NA,165
Supercapitalist,3.5,8,2012,4143,0,NA,2
Rockaway,5.8,7,2007,4144,0,NA,2
The Lady from Shanghai,7.2,12,1947,4145,0,NA,102
No Man's Land: The Rise of Reeker,4.4,5,2008,4146,0,NA,27
Highway,5.6,1,2002,4147,0,NA,37
Small Apartments,5.7,3,2012,4148,0,NA,50
Coffee Town,6.7,7,2013,4149,0,NA,45
The Ghastly Love of Johnny X,6.6,4,2013,4150,0,NA,8
All Is Bright,5.3,9,2013,4151,0,NA,36
The Torture Chamber of Dr. Sadism,6.3,10,1967,4152,0,NA,12
Straight A's,5.2,1,2013,4153,0,NA,46
A Funny Thing Happened on the Way to the Forum,6.1,10,1966,4154,0,NA,24
Slacker Uprising,5.9,9,2007,4155,0,NA,10
The Legend of Hell's Gate: An American Conspiracy,3.9,3,2011,4156,0,NA,8
The Walking Deceased,4.2,3,2015,4157,0,NA,35
The Curse of Downers Grove,4.4,8,2015,4158,0,NA,24
Shark Lake,4.4,10,2015,4159,0,NA,19
River's Edge,6.7,8,1986,4160,0,NA,59
Northfork,6.7,1,2003,4161,0,103,24
The Marine 4: Moving Target,5.8,4,2015,4162,0,90,49
Buried,6.6,9,2010,4163,19152480,94,827
Submarine,7.4,3,2011,4164,864659,97,443
The Square,7.8,6,2013,4165,0,88,55
One to Another,5.8,7,2006,4166,0,95,12
ABCD (Any Body Can Dance),5.6,2,2013,4167,222e3,160,10
Man on Wire,7.5,7,2008,4168,2957978,94,275
Abandoned,5.8,8,2015,4169,0,82,27
Brotherly Love,6.9,4,2015,4170,0,89,21
The Last Exorcism,5.6,8,2010,4171,67738090,87,328
Nowhere Boy,7.2,12,2009,4172,0,98,244
A Streetcar Named Desire,7.6,9,1951,4173,8e6,125,281
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1,1964,4174,9440272,95,1442
The Crime of Padre Amaro,6.2,10,2002,4175,0,118,36
Beasts of the Southern Wild,6.8,6,2012,4176,21107746,93,403
Battle for the Planet of the Apes,5.5,6,1973,4177,8844595,93,215
Songcatcher,5.6,3,2001,4178,0,109,9
Higher Ground,5.3,8,2011,4179,841733,109,14
Vaalu,6.7,8,2015,4180,0,155,5
The Greatest Movie Ever Sold,6.4,4,2011,4181,621951,87,88
Ed and His Dead Mother,5.5,6,1993,4182,0,93,12
Travellers and Magicians,6.8,9,2003,4183,0,108,9
Hang 'em High,6.7,7,1968,4184,68e5,114,192
Deadline - U.S.A.,6.9,3,1952,4185,0,87,17
Sublime,5.3,6,2007,4186,0,113,33
A Beginner's Guide to Snuff,0,3,2016,4187,0,87,0
Independence Daysaster,4.2,6,2013,4188,0,86,22
Dysfunctional Friends,5,2,2012,4189,0,101,4
Run Lola Run,7.2,8,1998,4190,7267585,81,664
May,6.3,1,2002,4191,150277,93,152
Against the Wild,4.9,12,2013,4192,0,90,19
Under the Same Moon,7,3,2008,4193,23311391,106,28
Conquest of the Planet of the Apes,6.1,6,1972,4194,97e5,88,236
In the Bedroom,6.4,11,2001,4195,0,130,89
I Spit on Your Grave,6.3,6,2010,4196,572809,108,519
"Happy, Texas",5.5,12,1999,4197,1943649,98,39
My Summer of Love,6,8,2004,4198,0,86,59
The Lunchbox,7.3,9,2013,4199,4235151,104,221
Yes,5.9,8,2005,4200,0,100,7
You Can't Take It With You,7.2,8,1938,4201,7433101,126,79
From Here to Eternity,7.2,8,1953,4202,305e5,118,133
She Wore a Yellow Ribbon,7.1,10,1949,4203,54e5,103,61
Grace Unplugged,6,10,2013,4204,0,102,24
Foolish,6.3,4,1999,4205,6033999,84,3
N-Secure,4.3,10,2010,4206,2592808,0,4
Caramel,6.8,7,2007,4207,0,96,52
Out of the Dark,4.6,8,2014,4208,0,92,55
The Bubble,7.6,6,2006,4209,0,114,20
The Conversation,7.5,4,1974,4210,442e4,113,372
Dil Jo Bhi Kahey...,0,12,2006,4211,0,0,0
Mississippi Mermaid,6.7,6,1969,4212,0,123,32
I Love Your Work,6.5,10,2003,4213,0,111,2
Cabin Fever,4.4,2,2016,4214,0,99,111
Waitress,6.7,5,2007,4215,22179430,108,129
Bloodsport,6.6,2,1988,4216,11806119,92,363
Mr. Smith Goes to Washington,7.9,10,1939,4217,96e5,129,241
Kids,6.8,7,1995,4218,7412216,91,279
The Squid and the Whale,6.9,10,2005,4219,11098131,81,226
Kissing Jessica Stein,5.9,4,2001,4220,10013424,97,48
Kickboxer: Vengeance,4.5,7,2016,4221,0,90,99
Spellbound,7.3,12,1945,4222,7e6,111,160
Exotica,6.5,9,1994,4223,0,103,64
Buffalo '66,7.1,1,1998,4224,2375097,110,166
Insidious,6.8,9,2010,4225,97009150,103,1737
Repo Man,6.7,2,1984,4226,23e5,92,144
Nine Queens,7.4,8,2e3,4227,0,114,153
The Gatekeepers,6.5,7,2012,4228,0,101,39
The Ballad of Jack and Rose,6.5,3,2005,4229,712294,111,43
The To Do List,5.5,7,2013,4230,3566225,104,342
Killing Zoe,6.1,10,1993,4231,418961,96,111
The Believer,6.8,1,2001,4232,416925,98,151
Snow Angels,6.5,3,2008,4233,414404,106,48
Unsullied,3,8,2015,4234,0,93,1
Session 9,6.2,8,2001,4235,373967,100,251
I Want Someone to Eat Cheese With,5.7,1,2006,4236,0,80,12
Mooz-lum,4.5,2,2011,4237,330048,95,3
Hatchet,5.7,4,2006,4238,0,83,159
Modern Times,8.1,2,1936,4239,85e5,87,856
Stolen Summer,6.4,3,2002,4240,0,91,9
My Name Is Bruce,5.9,10,2007,4241,173066,86,107
The Salon,3.5,1,2005,4242,0,0,1
Road Hard,6.6,3,2015,4243,0,97,8
Forty Shades of Blue,6,12,2005,4244,0,108,2
Amigo,6,7,2010,4245,0,128,2
Pontypool,6.6,3,2009,4246,32e3,93,183
Trucker,6.8,4,2008,4247,0,90,16
Me You and Five Bucks,10,7,2015,4248,0,90,2
The Lords of Salem,5.1,9,2012,4249,1165882,101,242
Housebound,6.5,9,2014,4250,0,109,358
Wal-Mart: The High Cost of Low Price,6.9,11,2005,4251,0,98,24
Fetching Cody,6.8,10,2005,4252,0,87,6
Last I Heard,6,1,2013,4253,0,98,1
Closer to the Moon,6.4,11,2013,4254,0,112,13
Mutant World,2.6,9,2014,4255,15e5,85,9
Growing Up Smith,7.4,2,2017,4256,0,102,7
Checkmate,4.2,7,2015,4257,0,102,13
#Horror,3.3,11,2015,4258,0,90,52
Wind Walkers,7.5,1,2016,4259,0,93,6
Snow White and the Seven Dwarfs,6.9,12,1937,4260,184925486,83,1914
The Holy Girl,6.8,5,2004,4261,0,106,10
Shalako,5.4,11,1968,4262,262e4,113,12
Incident at Loch Ness,5.9,12,2004,4263,0,94,18
The Dog Lover,5.3,7,2016,4264,0,101,6
GirlHouse,5.2,10,2014,4265,0,100,97
The Blue Room,6.2,5,2014,4266,0,75,32
House at the End of the Drive,0,1,2014,4267,0,91,0
Batman,6.1,7,1966,4268,0,105,203
